,Job Title,Location,Date,Link,Job Attributes,Job Desciption
61,Outreach Worker- CSEC,(Lynn,Nov 14,https://boston.craigslist.org/nos/npo/d/lynn-outreach-worker-csec/7020103372.html,"
compensation: Salary comensurate with experience, full benefit package including time off, tuition remission, health & dental

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Outreach Worker 
The Outreach Worker is responsible for providing emergency and transitional/ongoing support to girls who have been victims of commercial sexual exploitation.  The Outreach Worker will work closely with the We Rise team to create Care Plans in order to best assist victims of commercial sexual exploitation to leave the life and create positive futures.  This position will be responsible for performing all job duties and descriptions according to program policies and procedures.

Essential Job Functions:
•	Provide a survivor voice to ensure survivor-informed, culturally relevant policies and procedures so that all aspects of service delivery are trauma-informed and evidenced-based.
•	Carry out tasks as part of the public awareness plan; liaise with key community organizations to ensure prompt recognition of victims and referral to the program.
•	Cover the 24/7 hotline according to program schedule.
•	When called, respond in person to administer psychological first aid to girls who are in the life; provide resources, such as Bags of Hope, and emergency aid (food gift certificates, transportation, emergency temporary housing) to offer a path out.
•	Enlist translation services as necessary.
•	Carry a caseload of girls who have chosen to engage in transitional services.  Connect with each girl on caseload in person at least 1X/week; contact girls via phone/technology at least 3x/week.
•	Along with the program team and consultants, create a Care Plan for each girl on caseload to include the provision of housing, healthcare, mental health, educational and vocational services.  Plan also includes CSEC specific supports, such as Mentoring, group, etc.
•	Facilitate referrals to our preferred network to meet service needs; remove obstacles to following through with referrals.
•	Work collaboratively with law enforcement to enhance girls’ safety and aid in prosecution, when appropriate.
•	Responsible for ensuring a robust schedule of services to include survivor-led group counseling, substance abuse peer support, etc.; take the lead in some service provision.
•	Ensure that data is promptly entered into File Maker; review quarterly outcomes data with the team.

Job Requirements
Personal history as a survivor of commercial sexual exploitation as an adolescent or young adult strongly preferred (this may include exploitation through prostitution, stripping, or pornography). A significant length of time in recovery from sexual exploitation (out of the commercial sex industry). A minimum of a high school diploma or GED. A current driver’s license and access to a car. Bilingual in Spanish and English preferred.

This is a great opportunity which offers a competitive benefit package and salary. Interested and qualified applicants should be looking for a rewarding opportunity to grow with an organization in a flexible and fun work environment. Visit our job opportunities via the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a
"
62,Awake Overnights-Residential Permanency Youth Counselors-Chelsea,(Chelsea,Nov 14,https://boston.craigslist.org/gbs/npo/d/chelsea-awake-overnights-residential/7020096578.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

","

QR Code Link to This Post


Awake Overnight Opportunities - Teen Living/Parenting Program

Full-Time & Part-Time Shifts:  Chelsea (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions:
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed.
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources.
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift.
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups.

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
63,"Metro Boston Day Program Hiring Event! Thursday, November 21!",(Somerville,Nov 14,https://boston.craigslist.org/gbs/npo/d/somerville-metro-boston-day-program/7020092939.html,"
compensation: Great Pay Rates, flexible schedule options, and amazing Benefits!

employment type: employee's choice

","

QR Code Link to This Post


Are you looking to transform lives in a Day-Hab Environment?
 Thursday, November 21, 2019 from 12:00 - 2:00 "
64,Awake Overnights - Residential Permanency Youth Counselors-Melrose,(Melrose,Nov 14,https://boston.craigslist.org/gbs/npo/d/melrose-awake-overnights-residential/7020081083.html,"
compensation: Competitive Salary & Benefits

employment type: full-time

","

QR Code Link to This Post


Awake Overnight Opportunities - Teen Living/Parenting Program

Full-Time & Part-Time Shifts: Melrose (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families.  The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.  
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a 

To learn more about Centerboard, please visit www.centerboard.org    "
65,Teen Parenting Spanish Speaking Advocate- Lynn&Chelsea,(Lynn & Chelsea,Nov 14,https://boston.craigslist.org/nos/npo/d/lynn-teen-parenting-spanish-speaking/7020078343.html,"
compensation: Competitive Salary & Benefits

employment type: full-time

","

QR Code Link to This Post


Lynn, MA - Teen Living/Parenting Program Family Advocate Opportunity
Chelsea, MA- Teen Living/Parenting Program Family Advocate Opportunity

Full-Time and Part-Time Opportunities Available - Weekend, Evening and/or Overnight (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions. 
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
66,Residential Permanency Youth Counselors-     PRE-ILP,(Lynn,Nov 14,https://boston.craigslist.org/nos/npo/d/lynn-residential-permanency-youth/7020075936.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

","

QR Code Link to This Post


Pre-Independent Living Program- Lynn
The Direct Care Staff with Centerboard's Youth Services Programs are an integral part of the residents' treatment team. All staff must be well versed in understanding, creating and maintaining a trauma-informed care and be amendable to function as a generalist in the daily care of clients and their environment. Direct Care Staff must become proficient in understanding and treating the behavioral and emotional deficits of at risk youth. They must provide safety and structure while understanding when and how to intervene and teach new, healthier responses to stress and anxiety.

Full-Time/Part-Time Weekend, Evening & Overnight Availability

*Applicants should have experience in a direct care or residential setting as well as working with youth or young 
adults in goal setting and personal development.
*Primary responsibilities include assisting residents with life skills, setting and achieving goals as well as maintaining a safe environment.
*Strong observational skills and the ability to document all aspects of resident's care and progress.
*Strong communication skills and working with minimal supervision is necessary.
*Additional duties include oversight of program residents and shift requirements.
*Applicants with residential experience or advocacy encouraged to apply.
*Centerboard offers competitive salaries and benefit packages.
*If you are looking for a flexible work environment and want to give back to youth in need, this job is for you.

Job requirements include a valid driver's license, GED or High School Diploma, some college education preferred. MAP certification is required after 90 days of employment (Centerboard will assist with training & certification). Ability to pass CORI/DCF/SORI Background check. Must complete & pass 3 full days of training.

Interested and qualified applicants should apply through our website online application process by using the link below. Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
67,Trabajador de Niños Y Familias Bilingue (Ingles),"(Lawrence, MA",Nov 14,https://boston.craigslist.org/nwb/npo/d/lawrence-trabajador-de-nios-familias/7020048559.html,"
compensation: competitive

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Overview

Company Overview

Youth Villages has been a national leader in the adoption and implementation of research-based treatment philosophies in the field of children's mental and behavioral health. Our commitment to helping troubled children and their families find success spans 30+ years and includes a comprehensive array of programs and services.

Estas buscando trabajo en el area de salud mental? Youth Villages esta contratando consejeros bilingues en Ingles y Español para trabajar con niños y familias en necesidad. Las sessiones familiares seran conducidas en español pero la documentacion y supervision de los casos sera en ingles. Tu puedes ayudar a hacer la diferencia!

Responsibilities

Position Overview

The Outreach Worker is provided to youth to support their involvement in the community. A youth outreach worker may:

Work to help youth develop:
Skills to manage symptoms
Coping strategies to deal with internal and external stresses.
Self-care skills that help them become independent at a developmentally appropriate level, such as money management skills, use of public transportation, career planning, and searching for jobs or colleges, or learning to complete applications.
Social skills and community living skills that promote successful participation in school, vocational programs, and social and recreational activities, including PAYA for youth, if needed.

Care Coordination:

Care Coordination activities as identified in the wraparound meetings
Wraparound meeting facilitation, at a minimum monthly and when placement changes occur

In addition:

Assist in educational and pre-vocational skill attainment, such as practice in interviewing for jobs or college, appropriate dress, etc
Accompany and/or engage youth in age-appropriate social and recreational activities in which he/she would not be able to participate without therapeutic support; transport the youth or assist him or her with use of public transportation

Additional Information

Schedule is non-traditional, but flexible and based around clients’ availability. Since counselors are heavily involved with each family, long hours may be required. Counselors provide treatment in individual families' homes in a wide array of settings and communities.
Carry a small caseload of 4-5 youth; providing 3-4 hours of direct support with family a week
Participate in an on-call schedule
Counselors must have their own vehicle to use for work purposes as well as have liability insurance. Counselors are reimbursed for mileage.

La posicion trabajara en las communidades de Lowell, Haverhill, Lawrence, Methuen, Billerica, Chelmsford, Tyngsboro y North Andover.

Para acelerar el proceso de entrevista visita nuestra pagina para aplicar: https://careers-youthvillages.icims.com/jobs/5070/bilingual-youth-mental-health-counselor-%28spanish%29/job?mobile=false&width=1223&height=500&bga=true&needsRedirect=false&jan1offset=-360&jun1offset=-300 
Qualifications

Requirements

Counselors must be fluent in English and Spanish; both written and verbal

A Bachelor’s degree in a social services discipline is required with two years experience working with youth and families
Degrees that can be considered include: social work, drug and alcohol education or counseling, psychology, guidance counseling, or marriage and family therapy. Other degrees will have to be evaluated further to determine if they meet the qualifications.
At least six months experience working with the intensive in-home services is strongly preferred
Excellent cultural awareness and sensitivity
Must be able to work with people of different backgrounds, languages and ethnicities

Experience growth and development through our continuous training as well as tuition and licensure reimbursement or pursue opportunities to advance both clinically and administratively with Youth Villages.

Additional Benefits

Medical, Dental, Prescription Drug Coverage and Vision
Retirement Savings Pension Plan
403 (b)
2 weeks paid vacation
12 paid sick days per year
10 paid holidays

Paid Parental Leave
Mileage & Cell Phone Reimbursement

EOE    "
68,Community Resource and Referral Specialist,"(Waltham, MA",Nov 14,https://boston.craigslist.org/gbs/npo/d/waltham-community-resource-and-referral/7019999872.html,"
compensation: Competitive salary

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking empathetic specialists to provide information, referral, and intake services to elders, individuals with disabilities, their caregivers, and other professionals. The specialists need excellent interpersonal and problem solving skills to provide accurate information tailored to the specific needs of the inquirer.
POSITION DESCRIPTION
Community Resource and Referral Specialists are the ""face of the agency"", often serving as people's first point of contact with Springwell. Resource Specialists work with consumers over the phone, via email, and in person at the Springwell office; they are excellent, non-judgmental listeners, who strive to provide excellent customer service. The Specialists are able to build rapport with both non-professional and professional callers, assess needs, and make appropriate referrals to internal Springwell programs and to external agencies. The team researches community resources and updates informational materials which are utilized by both consumers and Springwell staff. They are also responsible for maintaining records in an internal resource database, and creating consumer records in the state's electronic database.
ESSENTIAL JOB FUNCTIONS
Assess caller's need for services and community resources; research options; provide accurate and unbiased information tailored to the caller
Collaborate with colleagues in other Springwell departments surrounding their resource needs
Maintain existing information sheets used by staff, community partners, and consumers; create new informational materials around topics of interest that are relevant to the Springwell community
Update and maintain community provider records in the internal resource database; research new providers for possible inclusion in the database 
Respond to requests for information from professionals and staff in a timely manner
QUALIFICATIONS
Bachelor's degree and previous social service experience preferably with older adults, individuals with disabilities and/or providing customer/consumer support
Excellent organizational, interpersonal, and communication skills
Ability to learn and navigate internal computer systems
Ability to work both independently and collaboratively with co-workers, adapt to changes and problem-solve.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Social Services, Elder, Geriatric Care, Human Services, Referral, Information and Referral, Information and Consultation, Customer Service Representative, Human Services, Community, Seniors, Disability, Disabilities, Aging Service Access Point, Area Agency on Aging, ASAP, AAA, AIRS
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1252833-143011.html "
69,On-Call Function Coordinator,"(Boston, MA",Nov 14,https://boston.craigslist.org/gbs/npo/d/boston-on-call-function-coordinator/7019862433.html,"
compensation: Non-Exempt (Hourly).

employment type: part-time

non-profit organization

","

QR Code Link to This Post


 On-Call Function Coordinator
Museum of Science, Boston
www.mos.org
SUMMARY STATEMENT:
Under direction of departmental manager, this position is responsible for supporting event(s) sold and coordinated by the Event & Conference Sales Department. Major duties include ensuring that clients' expectations are met, adherence to the Museum's policies and standard operating procedures as well as clear concise event documentation post event.
RESPONSIBILITIES:
Events range in scope, 7 days a week from Monday – Friday business meetings to weekend receptions, to include holiday weekends
Event size ranges from 25 guests to 4500 guests
WORK SCHEDULE:
This position is on call, with shifts available during weekdays, nights, and weekends.
REPORTS TO:
Director, Event & Conference Services
MINIMUM QUALIFICATIONS:
High School diploma or equivalent
One (1) year or more of event coordination experience
Demonstrated Problem solving skills
Demonstrated verbal and written communication skills
Ability to remain calm and function when working in challenging situations
STARTING SALARY:
Non-Exempt (Hourly).
BENEFITS:
Free parking in the Museum garage, T accessibility, free Exhibit Halls admission and Omni/Planetarium shows, free Duck Tours, discounts in the Museum store and cafe, discounted movie passes, retirement & savings plan.
 The Museum of Science is fully committed to Equal Employment Opportunity and to attracting, retaining, developing and promoting the most qualified employees without regard to their race, gender, color, religion, sexual orientation, national origin, age, physical or mental disability, citizenship status, veteran status, or any other characteristic prohibited by federal, state or local law. We are dedicated to providing a work environment free from discrimination and harassment, and where employees are treated with respect and dignity.
No phone inquiries, please. Qualified applicants will be contacted within two to four weeks of initial application.
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://mos.applicantpro.com/jobs/1248033-27335.html "
70,Farmer Services Network Manager,(Cambridge,Nov 14,https://boston.craigslist.org/gbs/npo/d/cambridge-farmer-services-network/7019746460.html,"
compensation: $50-$56K

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Overview and Organizational Summary
Farm Aid is a national, not for profit organization that works year-round to promote a vibrant, just and resilient family farm system of agriculture in America. With music as our inspiration and farmers as our heroes, we envision a transformed America in which family farmers and citizens are active partners in a thriving food system that ensures farmers a fair living, justly nourishes people and communities, protects and sustains natural resources, and secures a prosperous future for all. 

Artists and Board members Willie Nelson, Neil Young and John Mellencamp organized the first Farm Aid concert in 1985 to raise awareness about the loss of family farms and to raise funds to keep farm families on the land. Dave Matthews joined the Farm Aid Board of Directors in 2001. Our annual music festival celebrates farmers, eaters and music coming together for change. Since 1985, Farm Aid has raised over $57 million to support programs that help farmers thrive, expand the reach of the Good Food Movement, take action to change the dominant system of industrial agriculture, and promote food from family farms. 

Through direct service, grant making, community building, communications, and offering opportunities to engage meaningfully, Farm Aid works to:
•	Amplify the voice of family farmers to bring attention to the challenges they face and the benefits they bring;
•	Connect farmers to resources and opportunity, connect farmers to eaters, and in general connect people so that they may cultivate community and power;
•	Celebrate family farmers, good food and the culture of agriculture, in which we all can participate; 
•	Empower farmers and eaters to participate in a democratic, just and sustainable farm and food system; and
•	Invest talent, time and money in efforts that effect positive change in the farm and food system.

Farm Aid is seeking a Farmer Services Network Manager to support its mission and goals to help farmers thrive by advancing the capacity and coordination of farm advocates and farm service providers nationwide. 

Farm Aid recognizes that people gain skills through a variety of professional, personal, educational, and volunteer experiences. We encourage candidates to review the key responsibilities and qualifications below. If you believe you have not only the transferable skills necessary to fulfill the responsibilities of this role, but also a unique and valuable perspective to offer, we encourage you to apply.

Job Summary and Purpose
The Farmer Services Network Manager supports Farm Aid’s mission and goals to help farmers thrive by advancing the capacity and coordination of farm advocates and farm service providers nationwide. The Farmer Services Network Manager (Network Manager) drives the development and management of Farm Aid’s service provider programming, including the development of the Farm and Ranch Stress Assistance Network (FRSAN) and the farm advocate network (www.farmaid.org/advocates), a national network devoted to training, supporting and recruiting a new generation of farm advocates. The Network Manager serves as one of Farm Aid’s farmer service providers, working one-on-one with farmers to address their unique resource needs through quality referrals and emotional support over the 1-800-FARM-AID hotline and email service. This position offers a key perspective in Farm Aid’s assessment of the needs of farmers nationwide and the availability of services to meet those needs. Key areas of responsibility are to:

•	Develop and manage Farm Aid’s service provider programming, serving as a key liaison to Farm Aid’s core partners on these programs. 
•	Manage Farm Aid’s disaster response and relief efforts. 
•	Serve as one of Farm Aid’s direct service providers to individual farmers through Farm Aid’s hotline and email service. 
•	Participate in ongoing Farm Aid activities, planning and implementation, including the annual grant program and festival functions, as the timing of the limited engagement for this project allows. 


Essential Duties and Responsibilities:

Network Strategy & Development (estimated to comprise 50% of effort)
1.	Guide the development of Farm Aid’s farm advocate programming, including determining short- and long-term goal-setting with Farm Aid staff and key partners; recruiting organizational partners and new advocates, engaging partner organizations and facilitating collaboration between them; and developing an advocate training program in coordination with key partners and efforts around the Farm and Ranch Stress Assistance Network. 
2.	Coordinate Farm Aid’s scope of work for the FRSAN project by staffing the Northeast region Advisory Team calls and meetings, and full network calls and meetings; recruiting and engaging network members to provide input on network design, clearinghouse development, and training program design and implementation; and coordinating network trainings.
3.	Coordinate and implement national and regional gatherings and trainings, including for Farm Aid’s advocate network and the FRSAN.  
4.	Document and share service network development in order to track program evaluation and impact assessment, and to further refine program design and/or support fundraising efforts in coordination with Farm Aid staff. 

Disaster Response (estimated to comprise 20% of effort)
1.	Monitor natural disasters nationally and their impact on family farmers.
2.	Monitor, assist and engage in on-the-ground farm/relief efforts as appropriate. Work with partner organizations to coordinate relief intervention and share disaster recovery resources with affected farmers.
3.	Recommend activation of Family Farm Disaster Fund; coordinate with Farm Aid grantmaking, finance, communications and fundraising efforts and reporting for effective organizational outcomes and impact.  

Hotline Operation (estimated to comprise 20% of effort)
1.	Serve as one of Farm Aid’s direct service providers to individual farmers through Farm Aid’s hotline and email service, providing farmers with relevant information and referrals, advice and emotional support, ensuring response to inquiries within 48 hours of initial outreach. 
2.	Coordinate the issuing of emergency grants to farm families in crisis with Hotline Manager, grant program and other Farm Aid staff. 
3.	Ensure proper recordkeeping and tracking of all fielded hotline contacts, working with Hotline Manager to ensure timely data collection of demographics, services needed and referrals.
4.	Monitor literature and listservs for emerging resources for farmers, with a focus on Native American, minority and socially disadvantaged farmers. Translate into quality referrals and online content.  

General and Festival (estimated to comprise 10% of effort)
1.	Engage in planning and implementation of annual festival programming and event functions in general, with emphasis on farmer engagement where applicable.
2.	Represent Farm Aid at farm conferences, meetings, trainings and with media as needed, in order to connect with partners and drive programmatic goals forward. 
3.	Support annual grant program with substantial proposal reading as member of review committee.
4.	Participate in staff meetings, reviews, planning retreats and other related activities in support of organizational goals.
5.	Other duties as assigned.

Desired Competencies and Characteristics: 

•	Bachelor’s degree in related field and at least 3 years of specific experience in the food and agriculture sector or the social services sector, working directly with individuals in need of support, preferably including farmers and rural communities; five years of experience preferred, and required as minimum without bachelor’s degree; experience with mental health and crisis training, agricultural mediation training or other trainings critical to effective farm advocacy a plus;
•	Interest and desire to serve others through direct, one-on-one engagement, and demonstrated excellence in providing supportive services;
•	Excellent oral, written, and interpersonal skills, particularly in active listening, with ability to demonstrate compassion for people dealing with challenging situations and to problem solve with them; English fluency with speaking, reading and writing required. Proficiency in other languages desired but not required.
•	Demonstrated ability to maintain effective working relationships with people from a diverse range of backgrounds, and sound judgment in maintaining professional boundaries and confidential information; 
•	Demonstrated aptitude and/or experience in program development and implementation, including program monitoring, evaluation and impact assessment;
•	Demonstrated team player, with initiative and ability to work both independently and with others;
•	Experience and demonstrated proficiency with data documentation and tracking, and technical proficiency with Microsoft Office required (Word and Excel), proficiency with CRM/database management system (Salesforce preferred), and/or demonstrated interest and aptitude to learn;  
•	Willingness and flexibility for periodic national travel as needed (less than 5% anticipated)
•	A sense of humor, integrity, flexibility and an optimistic outlook. 

Farm Aid is an equal opportunity employer and as such, we do not discriminate against any team member or candidate because of race, creed, color, religion, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy, or any other basis protected by law. We encourage all to apply because we believe a diversity of voices leads to better discussions, decisions, and outcomes for everyone.

Benefits: Farm Aid offers generous benefits including four weeks of vacation and 100% health insurance premium coverage, as well as an exciting work environment with smart, passionate people seeking to make change in our food and farm system. 

How To Apply:

If you possess many of Farm Aid’s desired characteristics and qualifications for this position and are excited about this opportunity, we'd love to hear from you! 

Early applications are strongly encouraged, as applications will be considered as they are received.

•	Submit your complete application with “Network Manager” in the subject line. Please note that applications without all requested enclosures may not be reviewed. Include the following requested enclosures: 
  o	a cover letter indicating where you learned of this opportunity and highlighting your experience and skills relevant to the position and listed qualifications
  o	a current resume, and 
  o	a writing sample or example of relevant work.

We will accept and consider applications as they are received and on a rolling basis, and seek to complete the hiring process as soon as possible – ideally by early 2020. 

•	Farm Aid will confirm receipt of your application, and will reach out directly only if you are being considered a candidate for the position.
•	Candidates invited to compete for the position may be asked to complete sample projects.
•	Salary is commensurate with experience, market rate and organizational compensation framework, within a range of $50-56K.
•	This position is expected to be located in the Cambridge office. 
For more information about Farm Aid, please visit www.farmaid.org
•	No calls please.    "
